table_name,comment,Arabic comment,English comment
DTS_FLG,,,
DTS_FREE_SMPL_DTL,,,
DTS_FREE_SMPL_MST,ÕÑÝ ÇáÚíäÇÊ ÇáãÌÇäíÉ - ÝÑÚí,صرف العينات المجانية - فرعي,Free samples - sub -
DTS_GRP_DTL,ÈíÇäÇÊ ãÌãæÚÉ ÇáÊæÒíÚ - ÏíÊíá,بيانات مجموعة التوزيع - ديتيل,Distribution Group Data - Detil
DTS_GRP_ITM_RVL,ÈíÇäÇÊ ãÌãæÚÉ ÇáÇÕäÇÝ ÇáãäÇÝÓÉ,بيانات مجموعة الاصناف المنافسة,Competitive varieties data
DTS_GRP_MST,ÈíÇäÇÊ ãÌãæÚÉ ÇáÊæÒíÚ - ãÇÓÊÑ,بيانات مجموعة التوزيع - ماستر,Distribution Group Data - Master
DTS_IMPRT_XLS_DTL,,,
DTS_IMPRT_XLS_MST,,,
DTS_INPT_CODING_CONFG,,,
DTS_INPT_CODING_CONFG_TST,,,
DTS_INPT_CODING_DTL,,,
DTS_INPT_CODING_MST,,,
DTS_ITMS_SHW_DTL,ÚÑÖ ÇáãäÊÌÇÊ - ÊÍáíáí,عرض المنتجات - تحليلي,Product display - analytical
DTS_ITMS_SHW_IMG,ÚÑÖ ÇáãäÊÌÇÊ - ÕæÑ,عرض المنتجات - صور,Product View - Pictures
DTS_ITMS_SHW_MST,ÚÑÖ ÇáãäÊÌÇÊ - ãÇÓÊÑ,عرض المنتجات - ماستر,Product Show - Master
DTS_ITM_INFO_DTL,,,
DTS_ITM_INFO_MST,ãÚáæãÇÊ ÅÍÕÇÆíÉ  Úä ÇáÇÕäÇÝ ÇáãäÇÝÓÉ - ãÇÓÊÑ,معلومات إحصائية  عن الاصناف المنافسة - ماستر,Statistical information on competing items - Master
DTS_ITM_INFO_SUB_DTL,,,
DTS_ITM_MARKT_PROPERTY,ÇáÎÕÇÆÕ ÇáÚáãíÉ æÇáÊÓæíÞíÉ ááÇÕäÇÝ,الخصائص العلمية والتسويقية للاصناف,Scientific and marketing characteristics of the items
DTS_ITM_RVL_DTL,ÏíÊíá - ÈíÇäÇÊ ÇáÃÕäÇÝ ÇáãäÇÝÓÉ,ديتيل - بيانات الأصناف المنافسة,Detil - competing items data
DTS_ITM_RVL_MST,ÈíÇäÇÊ ÇáÃÕäÇÝ ÇáãäÇÝÓÉ,بيانات الأصناف المنافسة,Competitive varieties data
DTS_MAP_DATA_TMP,,,
DTS_MAP_XML_TMP,,,
DTS_MARKT_VST_DTL,ÇáÒíÇÑÇÊ ÇáÊÓæíÞíÉ- ÊÍáíáí,الزيارات التسويقية- تحليلي,Marketing visits- analytical
DTS_MARKT_VST_ITM_CSTMR,ÇáÚãáÇÁ ÇáãÞÊÑÍíä áÒíÇÑÇÊ ÇáÊÓæíÞíÉ,العملاء المقترحين لزيارات التسويقية,Customers proposed for marketing visits
DTS_MARKT_VST_ITM_RVL,ÊÍáíáí-ÊÍáíáí ÇáÇÕäÇÝ ÇáãäÇÝÓÉ áÒíÇÑÇÊ ÇáÊÓæíÞíÉ,تحليلي-تحليلي الاصناف المنافسة لزيارات التسويقية,Analytical-analysis competing varieties for marketing visits
DTS_MARKT_VST_MST,ÑÆíÓí-ÇáÒíÇÑÇÊ ÇáÊÓæíÞíÉ,رئيسي-الزيارات التسويقية,Main-marketing visits
DTS_MARKT_VST_PROPERTY,ÇáÎÕÇÆÕ ÇáÚáãíÉ áÒíÇÑÇÊ ÇáÊÓæíÞíÉ,الخصائص العلمية لزيارات التسويقية,Scientific characteristics of marketing visits
DTS_OPTN,ÊÑãíÒ ÕáÇÍíÇÊ äÙÇã ÌåÇÒ ÇáÈæßíÊ,ترميز صلاحيات نظام جهاز البوكيت,Coding the powers of the bouquet system system
DTS_OPTN_PRIV,ÕáÇÍíÇÊ äÙÇã ÇáÊæÒíÚ áÌåÇÒ ÇáÈæßíÊ,صلاحيات نظام التوزيع لجهاز البوكيت,The powers of the distribution system for the bouquet device
DTS_OUT_PLAN_SMAN_DTL,ãÊÇÈÚÉ ÎØÉ ÓíÑ ÇáãäÏæÈ ÇáíæãíÉ - ÏíÊíá ÎÇÑÌ ÇáÎØÉ,متابعة خطة سير المندوب اليومية - ديتيل خارج الخطة,Following up the Daily delegate's traffic plan - Detil outside the plan
DTS_OUT_PLAN_SMAN_SUB_DTL,,,
DTS_PARA,,,
DTS_PLAN_PRD_DTL,ÎØÉ ÓíÑ ÇáãäÏæÈ  - ÊÍáíáí,خطة سير المندوب  - تحليلي,Delegate's traffic plan - analytical
DTS_PLAN_PRD_DTL_TMP,,,
DTS_PLAN_PRD_MST,ÎØÉ ÓíÑ ÇáãäÏæÈ  - ÑÆíÓí,خطة سير المندوب  - رئيسي,The delegate's traffic plan - the main
DTS_PLAN_SMAN_DTL,ÎØÉ ÓíÑ ÇáãäÏæÈ ÇáíæãíÉ - ÏíÊíá,خطة سير المندوب اليومية - ديتيل,Daily delegate traffic plan - Detil
DTS_PLAN_SMAN_MST,ÎØÉ ÓíÑ ÇáãäÏæÈ ÇáíæãíÉ - ãÇÓÊÑ,خطة سير المندوب اليومية - ماستر,Daily delegate traffic plan - Master
DTS_PLAN_SMAN_SUB_DTL,ÎÇÑÌ ÇáÎØÉ - ÎØÉ ÓíÑ ÇáãäÏæÈ ÇáíæãíÉ - ÏíÊíá ÇáÏíÊíá,خارج الخطة - خطة سير المندوب اليومية - ديتيل الديتيل,Outside the plan - Daily delegate traffic plan - Detil Detil
DTS_POST_TRNS_HSTRY,,,
DTS_PRFRMNCE_INDCTR,ãÄÔÑÇÊ ÃÏÇÁ ÇáãäÏæÈíä,مؤشرات أداء المندوبين,Delegate performance indicators
DTS_PRM_CST,,,
DTS_PRM_ITM,,,
DTS_PRM_RGN,,,
DTS_PROMOTERS_TRGT,,,
DTS_RPRT_CODING,,,
DTS_SMAN_CST_DTL,ÌÏæá ãäÇÞáÉ ÇáÚãáÇÁ Èíä ÇáãäÏæÈíä - ÊÍáíáí,جدول مناقلة العملاء بين المندوبين - تحليلي,Customer transmission table between delegates - analytical
DTS_SMAN_CST_MST,ÌÏæá ãäÇÞáÉ ÇáÚãáÇÁ Èíä ÇáãäÏæÈíä - ÑÆíÓí,جدول مناقلة العملاء بين المندوبين - رئيسي,Customer transmission table between delegates - main
DTS_STK_CST_DTL,ÌÑÏ ãÎÒæä Úãíá - ÏíÊíá,جرد مخزون عميل - ديتيل,Customer inventory - Detil
DTS_STK_CST_MST,ÌÑÏ ãÎÒæä Úãíá - ãÇÓÊÑ,جرد مخزون عميل - ماستر,Customer inventory - Master
DTS_SURVEY_CST_GPS,ãÓÍ ãæÇÞÚ ÇáÚãáÇÁ,مسح مواقع العملاء,Customer sites survey
DTS_TYP_DTL,ÇáÊÑãíÒÇÊ ÇáÚÇãÉ,الترميزات العامة,General corsets
DTS_VST_FAIL_REASON,ÊÑãíÒ ÇÓÈÇÈ ÝÔá ÒíÇÑÉ ÇáÚãíá,ترميز اسباب فشل زيارة العميل,Coding the reasons for the failure of the customer's visit
DTS_VST_RSLT_TYPS,ÊÑãíÒ ÇäæÇÚ äÊÇÆÌ ÒíÇÑÇÊ ÇáÚãáÇÁ,ترميز انواع نتائج زيارات العملاء,Coding the types of customer visits results
EMP,,,
EMP2,,,
ERP_ARCHVL_DTL,????? ??????? - ??????,????? ??????? - ??????,??????????- ?????
ERP_ARCHVL_MST,????? ??????? - ?????,????? ??????? - ?????,??????????- ????
ERP_MAP_FLD_SYS2SYS,,,
ERR_LG,,,
EUL5_EUL_USERS,,,
EXP_DETAILS,ãÕÇÑíÝ ÇáÃÕäÇÝ - ÊÍáíáí,مصاريف الأصناف - تحليلي,Varieties expenses - analytical
EX_RATE,ÇáÚãáÇÊ æ ÃÓÚÇÑ ÇáÊÍæíá,العملات و أسعار التحويل,Currencies and transfer rates
FAS_ADJST_DTL,ÊÓæíÇÊ ÇáÃÕæá,تسويات الأصول,Asset settlements
FAS_ADJST_MST,ÊÓæíÇÊ ÇáÃÕæá,تسويات الأصول,Asset settlements
FAS_ADJST_ORDR_DTL,,,
FAS_ADJST_ORDR_MST,,,
FAS_ASSETS_MST,ÈíÇäÇÊ ÇáÃÕæá,بيانات الأصول,Asset data
FAS_ASSETS_MST_BK8,,,
FAS_ASSETS_MST_BR,,,
FAS_AS_ARCHIVES,ÃÑÔÝÉ ÇáæËÇÆÞ,أرشفة الوثائق,Archive documents
FAS_AS_BLNC,,,
FAS_AS_CLASS,ÊÕäíÝÇÊ ÇáÇÕæá,تصنيفات الاصول,Asset classifications
FAS_AS_CMPNT,ãßæäÇÊ ÇáÃÕæá,مكونات الأصول,Asset components
FAS_AS_LDGR_DTL,,,
FAS_AS_MNT_DTL,,,
FAS_AS_MNT_MST,,,
FAS_AS_MNT_ST,,,
FAS_AS_MNT_TYP,,,
FAS_AS_MNT_TYP_ACCNT,,,
FAS_AS_MNT_TYP_ST,,,
FAS_AS_MOVMNT,ÍÑßÉ ÇáÃÕæá,حركة الأصول,The movement of assets
FAS_AS_MOVMNT_BK8,,,
FAS_AS_MOVMNT_BR,,,
FAS_AS_PRCH_DATA,ÌÏæá ãÚáæãÇÊ ÇáÔÑÇÁ,جدول معلومات الشراء,Purchase information schedule
FAS_CLASS,ÊÕäíÝÇÊ ÇáÇÕæá,تصنيفات الاصول,Asset classifications
FAS_CNSTRNT_OLD,,,
FAS_CNVRT_CMPNT_DTL,,,
FAS_CNVRT_CMPNT_MST,,,
FAS_COL_LBL,,,
FAS_COM_DTL,,,
FAS_COM_MST,,,
FAS_DCRS_DTL,ÇáÅÓÊÈÚÇÏÇÊ,الإستبعادات,Exclusion
FAS_DCRS_MST,ÇáÅÓÊÈÚÇÏÇÊ,الإستبعادات,Exclusion
FAS_DEPR_CMPNT,,,
FAS_DEPR_DTL,ÇáÅåáÇß,الإهلاك,Destruction
FAS_DEPR_DTL_BR,,,
FAS_DEPR_DTL_OLD,,,
FAS_DEPR_MST,ÇáÅåáÇß,الإهلاك,Destruction
FAS_DEPR_MST_BR,,,
FAS_DEPR_YEAR,,,
FAS_DOCUMENTS,ÃäæÇÚ ÇáæËÇÆÞ,أنواع الوثائق,Types of documents
FAS_EVL_DTL,,,
FAS_EVL_MST,,,
FAS_GNR_INPT_PRV,,,
FAS_GRP,ÈíÇäÇÊ ÇáãÌãæÚÇÊ,بيانات المجموعات,Group data
FAS_GRP_ACCNT,ÇáÍÓÇÈÇÊ,الحسابات,the accounts
FAS_GRP_ACCNT_T,,,
FAS_GRP_ADD_FLDS,,,
FAS_GRP_TREE,,,
FAS_HINT_MST,,,
FAS_HINT_USER,,,
FAS_HOLD_DTL,,,
FAS_HOLD_MST,,,
FAS_INCRS_DTL,ÇáÅÖÇÝÇÊ,الإضافات,Additions
FAS_INCRS_MST,ÇáÅÖÇÝÇÊ,الإضافات,Additions
FAS_INV_ADJST_DTL,,,
FAS_INV_ADJST_MST,,,
FAS_INV_DTL,ÈíÇäÇÊ ÇáÌÑÏ,بيانات الجرد,Inventory data
FAS_INV_MST,ÈíÇäÇÊ ÇáÌÑÏ,بيانات الجرد,Inventory data
FAS_LOC,ÌÏæá ÇáãæÇÞÚ,جدول المواقع,Schedule of sites
FAS_LOC_TREE,,,
FAS_LOC_TYP,,,
FAS_LOG_CHK_BFR_DEPR_CLS,,,
FAS_MNT_BENZE_DTL,,,
FAS_MNT_BENZE_MST,,,
FAS_MNT_BENZ_DTL,,,
FAS_MNT_BENZ_MST,,,
FAS_MNT_DMG_CODS,ASSETS DUMAGES CODES,ASSETS DUMAGES CODES,Assets Dumages Codes
FAS_MNT_DTL,ASSETS MAINTENANCE DETAIL,ASSETS MAINTENANCE DETAIL,Assets Maintenance Detail
FAS_MNT_MST,,,
FAS_MNT_PRO_CODE,,,
FAS_MNT_READ_DTL,,,
FAS_MNT_READ_MST,,,
FAS_MNT_RQ_DTL,ASSETS MAINTENANCE DETAIL,ASSETS MAINTENANCE DETAIL,Assets Maintenance Detail
FAS_MNT_RQ_MST,ASSETS REQUEST MAINTENANCE MASTER,ASSETS REQUEST MAINTENANCE MASTER,Assets Request Maintenance Master
FAS_MNT_TYP,ASSETS MAINTENANCE TYPES,ASSETS MAINTENANCE TYPES,Assets Maintenance Types
FAS_MRG_DTL,,,
FAS_MRG_MST,,,
FAS_NEW,,,
FAS_NEW_CODE_UPGRADE_REP,,,
FAS_OPEN_BLNC,ÌÏæá ÇáÃÑÕÏÉ ÇáÅÝÊÊÇÍíÉ,جدول الأرصدة الإفتتاحية,The opening of the opening assets
FAS_ORDR_DTL,,,
FAS_ORDR_MST,,,
FAS_PARA,ãÊÛíÑÇÊ äÙÇã ÅÏÇÑÉ ÇáÃÕæá,متغيرات نظام إدارة الأصول,Asset management system variables
FAS_PRDCT_DTL,ÊÝÇÕíá ÍÑßÉ æÍÏÇÊ ÇáÇäÊÇÌ,تفاصيل حركة وحدات الانتاج,Details of the movement of production units
FAS_PRDCT_MST,ÃÖÇÝÉ ÍÑßÉ æÍÏÇÊ ÇáÇäÊÇÌ,أضافة حركة وحدات الانتاج,Add the movement of production units
FAS_PRD_SET,,,
FAS_PRINT_BARCODE_TMP,,,
FAS_RCVD_DTL,ÈíÇäÇÊ ÇáÅÓÊáÇã,بيانات الإستلام,Receipt data
FAS_RCVD_MST,ÈíÇäÇÊ ÇáÅÓÊáÇã,بيانات الإستلام,Receipt data
FAS_REPAIR_AS,,,
FAS_RE_EVL,,,
FAS_SPRT_DTL,,,
FAS_SPRT_MST,,,
FAS_TMP,,,
FAS_TRNS_CMPNT,ãßæäÇÊ ÇáÃÕæá,مكونات الأصول,Asset components
FAS_TRNS_CMPNT_TMP,,,
FAS_TRNS_DTL,äÞá ÇáÃÕæá,نقل الأصول,Asset transfer
FAS_TRNS_DTL1,,,
FAS_TRNS_MST,äÞá ÇáÃÕæá,نقل الأصول,Asset transfer
FAS_TRNS_MST1,,,
FAS_TST,,,
FILE_STORE_,,,
IS,,,
FLD_APPRVD_LVL,,,
FLD_APPRVD_MOV,,,
FLD_APPRVD_USR,,,
FMS_CHNG_VHCL_WNR,ÈíÇäÇÊ ÍÑßÉ ÊÛííÑ ÇáãæÑÏ,بيانات حركة تغيير المورد,Resource change movement data
FMS_CLRNC_BILL_DTL,ÝæÇÊíÑ ÇáÊÎáíÕ ÇáÊÝÕíáí,فواتير التخليص التفصيلي,Detailed clearance bills
FMS_CLRNC_BILL_MST,ÝæÇÊíÑ ÇáÊÎáíÕ ÇáÑÆíÓí,فواتير التخليص الرئيسي,The main clearance bills
FMS_CLRNC_BILL_TAX,,,
FMS_CLRNC_FEES,ÌÏæá ÑÓæã ÇáÊÎáíÕ,جدول رسوم التخليص,Clearance fee schedule
FMS_CLRNC_FEES_TAX,ÌÏæá ÖÑÇÆÈ ÑÓæã ÇáÊÎáíÕ,جدول ضرائب رسوم التخليص,Schedule of clearance fees
FMS_CLRNC_TRNS_ITM_DTL,ÌÏæá ÇáÈÖÇÚÉ ÊÝÕíáí,جدول البضاعة تفصيلي,Schedule detailed
FMS_CLRNC_TRNS_ITM_TYP,ÌÏæá ÃäæÇÚ ÇáÈÖÇÚÉ - ÊÝÕíáí,جدول أنواع البضاعة - تفصيلي,Schedule of goods - detailed
FMS_CLRNC_TRNS_MST,ÌÏæá ÍÑßÉ ÇáÊÎáíÕ ÇáÇÈ,جدول حركة التخليص الاب,Schedule of clearance movement father
FMS_CLRNC_TRNS_STG,ÌÏæá ãÑÇÍá ÇáÊÎáíÕ - ÊÝÕíáí,جدول مراحل التخليص - تفصيلي,Schedule of clearance - detailed
FMS_CLRNC_TRNS_STG_DTL,,,
FMS_CLRNC_TYP,ÌÏæá ÃäæÇÚ ÍÑßÉ ÇáÊÎáíÕ,جدول أنواع حركة التخليص,Schedule of clearance types
FMS_CLRNC_TYP_FEES,ÌÏæá ÇáÑÓæã æÇáãÑÇÍá ÊÝÕíáí,جدول الرسوم والمراحل تفصيلي,Display schedule and stages detailed
FMS_CLRNC_TYP_STG,ÌÏæá ãÑÇÍá ÇäæÇÚ ÍÑßÉ ÇáÊÎáíÕ,جدول مراحل انواع حركة التخليص,A schedule of the types of clearance movement
FMS_CNTRCT_TYP,ÇäæÇÚ ÇáÚÞæÏ,انواع العقود,Types of contracts
FMS_COD_DTL,,,
FMS_COD_MST,,,
FMS_COD_PRV,,,
FMS_COMMS_CLC_DTL,,,
FMS_COMMS_CLC_MST,,,
FMS_COMMS_TRNS_DTL_TMP,,,
FMS_COMMS_TYP_DTL,ÃäæÇÚ ÚãæáÇÊ ÇáäÞá ÊÝÕíáí,أنواع عمولات النقل تفصيلي,Types of transportation commissions detailed
FMS_COMMS_TYP_MST,ÃäæÇÚ ÚãæáÇÊ ÇáäÞá ÑÆíÓí,أنواع عمولات النقل رئيسي,Types of transportation commissions major
FMS_CONN_CHKLST_TRNSPRT,ÞÇÆãÉ ÇáÝÍÕ ãÑÊÈØÉ ÈÍÑßÉ ÇáäÞá,قائمة الفحص مرتبطة بحركة النقل,The examination list is linked to the movement of transportation
FMS_CONN_CST_PRC,,,
FMS_CONN_DRVR_VHCL,ÑÈØ ÇáÓÇÆÞíä ÈÇáãÑßÈÇÊ,ربط السائقين بالمركبات,Connect drivers with vehicles
FMS_CONN_VHCL_TRNS,ÈíÇäÇÊ ÍÑßÉ ÑÈØ ÇáãÑßÈÇÊ,بيانات حركة ربط المركبات,Vehicle connection movement data
FMS_CSTDY_CLR_DTL,ÊÕÝíÉ ÇáÚåÏÉ - ÊÝÕíáí,تصفية العهدة - تفصيلي,Liquidation of custody - detailed
FMS_CSTDY_CLR_MST,,,
FMS_CSTDY_LMNT,ÈíÇäÇÊ ÚäÇÕÑ ÇáÚåÏ,بيانات عناصر العهد,Covenant elements data
FMS_DOC_CONN,,,
FMS_DOC_RNW,ÊÌÏíÏ ÇáæËÇÆÞ,تجديد الوثائق,Document renewal
FMS_DOC_TRNS,,,
FMS_DOC_TYP,,,
FMS_DRVR,ÈíÇäÇÊ ÇáÓÇÆÞíä,بيانات السائقين,Drivers data
FMS_INSRNC_CMP,ÈíÇäÇÊ ÔÑßÇÊ ÇáÊÃãíä,بيانات شركات التأمين,Insurance companies data
FMS_LOCS,ÈíÇäÇÊ ÇáãæÇÞÚ,بيانات المواقع,Website data
FMS_PARA,ãÊÛíÑÇÊ äÙÇã ÇáÇÓØæá,متغيرات نظام الاسطول,Fleet system variables
FMS_PATHS,ÈíÇäÇÊ ÇáãÓÇÑÇÊ,بيانات المسارات,Path data
FMS_PATHS_COMMS_DTL,,,
FMS_PATHS_EXPNS_DTL,,,
FMS_PNLTY,,,
FMS_PRC_DTL,ÈíÇäÇÊ ÇáÊÓÚíÑÉ,بيانات التسعيرة,Pricing data
FMS_PRC_MST,ÈíÇäÇÊ ÇáÊÓÚíÑÉ,بيانات التسعيرة,Pricing data
FMS_TAX_TRNSPRT,,,
FMS_TAX_TRNSPRT_MOVMNT,,,
FMS_TRMNL,,,
FMS_TRNSPRT_ADJ_DTL,ÊÓæíÉ ÝÑæÞÇÊ ÇáäÞá - ÝÑÚí,تسوية فروقات النقل - فرعي,Settlement of transportation differences - sub -
FMS_TRNSPRT_ADJ_MST,,,
FMS_TRNSPRT_CLM_DTL,ÇáãØÇáÈÇÊ - ÝÑÚí,المطالبات - فرعي,Claims
FMS_TRNSPRT_CLM_MST,,,
FMS_TRNSPRT_CLS,,,
FMS_TRNSPRT_CNTRCT_CLS,,,
FMS_TRNSPRT_CNTRCT_CLS_DTL,,,
FMS_TRNSPRT_CNTRCT_DTL,ÈíÇäÇÊ ÚÞæÏ ÇáäÞá,بيانات عقود النقل,Transport contract data
FMS_TRNSPRT_CNTRCT_MST,ÈíÇäÇÊ ÚÞæÏ ÇáäÞá,بيانات عقود النقل,Transport contract data
FMS_TRNSPRT_EXPNS_DTL,,,
FMS_TRNSPRT_EXPNS_MST,,,
FMS_TRNSPRT_ITM,ÇáÇÕäÇÝ,الاصناف,Varieties
FMS_TRNSPRT_NMNT_DTL,,,
FMS_TRNSPRT_NMNT_MST,,,
FMS_TRNSPRT_ORDR,ÈíÇäÇÊ ÇæÇãÑ ÇáäÞá,بيانات اوامر النقل,Transport orders data
FMS_TRNSPRT_ORDR_PRC,,,
FMS_TRNSPRT_OTHR_CHRGS,,,
FMS_TRNSPRT_REQ,,,
FMS_TRNSPRT_STS,,,
FMS_TRNSPRT_TYP,ÈíÇäÇÊ ÇäæÇÚ ÇáäÞá,بيانات انواع النقل,Transportation types data
FMS_TRP_CLS,,,
FMS_TRP_DRVR_EVLT,,,
FMS_TRP_OPN,ÌÏæá ÝÊÍ ÇáÑÍáÉ,جدول فتح الرحلة,Flight opening schedule
FMS_TRP_STS,,,
FMS_TRP_VHCL_CHKLST,ÌÏæá ÊÞííã ÇáãÑßÈÉ,جدول تقييم المركبة,Vehicle evaluation schedule
FMS_VHCL,ÈíÇäÇÊ ÇáãÑßÈÇÊ,بيانات المركبات,Vehicle data
FMS_VHCL_CTGRY,ÈíÇäÇÊ ÇáãæÇÞÚ,بيانات المواقع,Website data
FMS_VHCL_LOD_CPCTY,,,
FMS_VHCL_TYP,ÃäæÇÚ ÇáãÑßÈÇÊ,أنواع المركبات,Types of vehicles
FNG_ACTL_CLC_DTL,ÇáÌÏæá ÇáÊÍáíáí ááãÚÇáÌÇÊ ÇáÝÚáíÉ ááÍÖæÑ æÇáÛíÇÈ ááãæÙÝíä,الجدول التحليلي للمعالجات الفعلية للحضور والغياب للموظفين,Analytical table of actual treatments for attendance and absence of employees
FNG_ACTL_CLC_MST,ÇáÌÏæá ÇáÑÆíÓí ááÅÍÊÓÇÈ ÇáÝÚáí ááÍÖæÑ æÇáÛíÇÈ ááãæÙÝíä,الجدول الرئيسي للإحتساب الفعلي للحضور والغياب للموظفين,The main table for the actual calculation of attendance and absence of employees
FNG_ACTL_CLC_SGN_DTL,ÌÏæá ÈÕãÇÊ ÇáÅÍÊÓÇÈ,جدول بصمات الإحتساب,Accounting fingerprint schedule
FNG_ATTNDNC_JST_DTL,ÇáÌÏæá ÇáÊÝÕíáí áãÈÑÑÇÊ ÇáÍÖæÑ æ ÇáÅäÕÑÇÝ ááãæÙÝíä,الجدول التفصيلي لمبررات الحضور و الإنصراف للموظفين,The detailed table of the justifications for attendance and departure for employees
FNG_ATTNDNC_JST_MST,ÌÏæá áÍÝÙ ãÈÑÑÇÊ ÇáÍÖæÑ æ ÇáÅäÕÑÇÝ,جدول لحفظ مبررات الحضور و الإنصراف,A schedule for preserving the justifications for attendance and leaving
FNG_AUTO_ATTNDNC_CALC_FAILURE,ÌÏæá ÃíÇã ÇáÅÍÊÓÇÈ ÇáÊáÞÇÆí ááÍÖæÑ æÇáÅäÕÑÇÝ ÇáÊì áã ÊÍÊÓÈ,جدول أيام الإحتساب التلقائي للحضور والإنصراف التى لم تحتسب,Automatic calculation schedule for attendance and departure that was not counted
FNG_DAYOFF_DTL,ÃíÇã ÇáÑÇÍå / ÃíÇã ÇáÊÚæíÖ ...ÊÝÕíáí,أيام الراحه / أيام التعويض ...تفصيلي,Days of rest / compensation days ... detailed
FNG_DAYOFF_MST,ÃíÇã ÇáÑÇÍå / ÃíÇã ÇáÊÚæíÖ   ÑÆíÓí,أيام الراحه / أيام التعويض   رئيسي,Rest days / compensation days major
FNG_DEBUG,,,
FNG_FP_EXEMPT,ÅÚÝÇÁ ÇáãæÙÝ ãä ÇáÈÕãÇÊ ÇáãØáæÈå,إعفاء الموظف من البصمات المطلوبه,Exempt the employee from the required fingerprints
FNG_FP_EXEMPT_DTL,ÅÚÝÇÁÇÊ ÇáãæÙÝíä ãä ÇáÈÕãÇÊ - ÊÍáíáí,إعفاءات الموظفين من البصمات - تحليلي,Exemptions from fingerprints - analytical
FNG_JSON_ATTNDNC_TMP,ÈÕãÇÊ ÇáãæÙÝíä ãä ÇáÇÌåÒÉ ÇáãÄÞÊÉ,بصمات الموظفين من الاجهزة المؤقتة,The fingerprints of employees from temporary devices
FNG_LAW_ARTCL_DTL,,,
FNG_LAW_ARTCL_DTL_DTL,,,
FNG_LAW_ARTCL_MST,ÇááÇÆÍÉ ÇáãÇáíÉ  ááÍÖæÑ æÇáÅäÕÑÇÝ - ÑÆíÓí,اللائحة المالية  للحضور والإنصراف - رئيسي,The financial regulations for attendance and departure - main
FNG_MCHN_CODE,ÌÏæá ÇáÑÈØ ãÚ ÌåÇÒ ÇáÈÕãÉ,جدول الربط مع جهاز البصمة,The link schedule with the fingerprint device
FNG_MCHN_CONN_HSTRY,ÌÏæá ÈíÇäÇÊ ÇáÇÊÕÇá ÇáÌåÇ ÒÇáÊÇÑíÎì,جدول بيانات الاتصال الجها زالتاريخى,Historical communication Sodel
FNG_MNL_ATTNDNC_DTL,ÇáÊÍÖíÑ ÇáíÏæí - ÊÝÇÕíá,التحضير اليدوي - تفاصيل,Manual preparation - details
FNG_MNL_ATTNDNC_MST,ÊÍÖíÑ íÏæí,تحضير يدوي,Manual preparation
FNG_MNL_TRCK_DTL,ÇáÊÚÞíÈ ÇáíÏæí ááãæÙÝíä  - ÊÝÇÕíá,التعقيب اليدوي للموظفين  - تفاصيل,Handicrafts of employees - details
FNG_MNL_TRCK_MST,ÌÏæá áÍÝÙ ÇáÊÚÞíÈÇÊ Úáì ÇáãæÙÝíä - ÑÆíÓí,جدول لحفظ التعقيبات على الموظفين - رئيسي,A schedule for preserving comments on employees - major
FNG_NLS_TERRITORY,,,
FNG_PARA,ÌÏæá ÇáãÊÛíÑÇÊ ÇáÚÇãå áäÙÇã ÇáÍÖæÑ æÇáÅäÕÑÇÝ,جدول المتغيرات العامه لنظام الحضور والإنصراف,Schedule of general variables of the attendance and departure system
FNG_PLCY_CODE_DTL,ÌÏæá ÊÍáíáí áãÊÛíÑÇÊ ÊÚÑíÝ ÇáÓíÇÓÇÊ ÇáÚÇãå áäÙÇã ÇáÈÕãÉ,جدول تحليلي لمتغيرات تعريف السياسات العامه لنظام البصمة,An analytical schedule for the definition of general policies of the fingerprint system
FNG_PLCY_CODE_MST,ÌÏæá ÑÆíÓí ÊÚÑíÝ ÇáÓíÇÓÇÊ ÇáÚÇãå áäÙÇã ÇáÈÕãÉ,جدول رئيسي تعريف السياسات العامه لنظام البصمة,A major schedule defining the general policies of the fingerprint system
FNG_PLCY_PNSH_DISCIPLNRY_ACTN,ÌÏæá ÊÍáíáí áÌÒÇÁÇÊ ÇáÈäæÏ / ÇáÅÌÑÇÁÇÊ ÇáÊÃÏíÈíÉ,جدول تحليلي لجزاءات البنود / الإجراءات التأديبية,An analytical schedule for the penalties / disciplinary procedures
FNG_PLCY_PNSH_DTL,ÌÏæá ÊÍáíáí áÌÒÇÁÇÊ ÇáÈäæÏ ÇáãÚÑÝÉ áäÙÇã ÇáÈÕãå,جدول تحليلي لجزاءات البنود المعرفة لنظام البصمه,An analytical schedule for the penalties of the fingerprint system
FNG_PLN_DAYS_DTL,ÊÍáíáí áÃíÇã ÎØØ ÇáãæÙÝíä,تحليلي لأيام خطط الموظفين,Analytical for employee plans days
FNG_PLN_EMP_DTL,ÊÍáíáí áÎØØ ÇáãæÙÝíä,تحليلي لخطط الموظفين,Analytical for employee plans
FNG_PLN_MST,ÅÏÇÑÉ ÎØØ ÇáæÑÏíÇÊ ÇáãÊÛíÑÉ,إدارة خطط الورديات المتغيرة,Managing changing rod plans
FNG_RGLR_SHFT_DTL,ÌÏæá ÇáæÑÏíÇÊ ÇáÏæÑíÉ ÊÍáíáí,جدول الورديات الدورية تحليلي,Periodic puppet schedule my analysis
FNG_RGLR_SHFT_MST,ÌÏæá ÇáæÑÏíÇÊ ÇáÏæÑíÉ ÑÆíÓí,جدول الورديات الدورية رئيسي,Periodic puppet schedule major
